"id","fqdn/ip","port","severity","finding","cve","cwe"
"certificate_compression","www.univ-evry.fr/194.199.84.39","443","INFO","none","",""
"clientAuth","www.univ-evry.fr/194.199.84.39","443","INFO","none","",""
"cert_numbers","www.univ-evry.fr/194.199.84.39","443","INFO","1","",""
"cert_signatureAlgorithm","www.univ-evry.fr/194.199.84.39","443","OK","ECDSA with SHA384","",""
"cert_keySize","www.univ-evry.fr/194.199.84.39","443","OK","EC 256 bits (curve P-256)","",""
"cert_keyUsage","www.univ-evry.fr/194.199.84.39","443","INFO","Digital Signature","",""
"cert_extKeyUsage","www.univ-evry.fr/194.199.84.39","443","INFO","TLS Web Client Authentication, TLS Web Server Authentication","",""
"cert_serialNumber","www.univ-evry.fr/194.199.84.39","443","INFO","1D640D390E7C95DB31A3BCE10DFA13B1","",""
"cert_serialNumberLen","www.univ-evry.fr/194.199.84.39","443","INFO","16","",""
"cert_fingerprintSHA1","www.univ-evry.fr/194.199.84.39","443","INFO","8E4B9ED14B1FBAE2A55FBB2B7A0F2167B4BE836F","",""
"cert_fingerprintSHA256","www.univ-evry.fr/194.199.84.39","443","INFO","63AF308EC839E9291F7C143D1F443F2C8BFE9083483A39F0EE354AA820D2CFC4","",""
"cert","www.univ-evry.fr/194.199.84.39","443","INFO","-----BEGIN CERTIFICATE-----\nMIIIXjCCB+SgAwIBAgIQHWQNOQ58ldsxo7zhDfoTsTAKBggqhkjOPQQDAzBgMQswCQYDVQQGEwJHUjE3MDUGA1UECgwuSGVsbGVuaWMgQWNhZGVtaWMgYW5kIFJlc2VhcmNoIEluc3RpdHV0aW9ucyBDQTEYMBYGA1UEAwwPR0VBTlQgVExTIEVDQyAxMB4XDTI2MDEwNzExNDc1NVoXDTI3MDEwNzExNDc1NVowgYkxCzAJBgNVBAYTAkZSMRcwFQYDVQQIDA7DjmxlLWRlLUZyYW5jZTEcMBoGA1UEBwwTw4l2cnktQ291cmNvdXJvbm5lczEoMCYGA1UECgwfVU5JVkVSU0lURSBEJ0VWUlkgVkFMIEQnRVNTT05ORTEZMBcGA1UEAwwQd3d3LnVuaXYtZXZyeS5mcjBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABPPb+i+CvggwtKgJbv1BqvCbDyIOxlJCIiCWTZJ3vyUmAuxgl+kX5BQcEpewq/HrtISBGcInTT/CpnkzmgQ5t9WjggZUMIIGUDAMBgNVHRMBAf8EAjAAMB8GA1UdIwQYMBaAFOmZBo0XH6v7lhpayFteXV7s2pyPMG8GCCsGAQUFBwEBBGMwYTA4BggrBgEFBQcwAoYsaHR0cDovL2NydC5oYXJpY2EuZ3IvSEFSSUNBLUdFQU5ULVRMUy1FMS5jZXIwJQYIKwYBBQUHMAGGGWh0dHA6Ly9vY3NwLXRscy5oYXJpY2EuZ3IwggNtBgNVHREEggNkMIIDYIIQd3d3LnVuaXYtZXZyeS5mcoIYd3d3LnVmci1zaHMudW5pdi1ldnJ5LmZyghJjbXFhcy51bml2LWV2cnkuZnKCFm51bWVyaXF1ZS51bml2LWV2cnkuZnKCGHRlbXBldGUxOTMwLnVuaXYtZXZyeS5mcoIVd3d3LnNhdDQudW5pdi1ldnJ5LmZyghRtdXNpcXVlLnVuaXYtZXZyeS5mcoIVYmlvbG9naWUudW5pdi1ldnJ5LmZyghVpbnRyYW5ldC51bml2LWV2cnkuZnKCGmNhbXB1cy1tYXJrZXQudW5pdi1ldnJ5LmZyghZ3d3d3LnNhdDcudW5pdi1ldnJ5LmZyghBsZWEudW5pdi1ldnJ5LmZyghtzY2llbmNlb3V2ZXJ0ZS51bml2LWV2cnkuZnKCFXRlcHAyMDIwLnVuaXYtZXZyeS5mcoIZd3d3LmdlbmhvdGVsLnVuaXYtZXZyeS5mcoIRcmFzbS51bml2LWV2cnkuZnKCFXd3dy5zYXQzLnVuaXYtZXZyeS5mcoIVd3d3LmVjdHUudW5pdi1ldnJ5LmZyghZ3d3cubGl0ZW0udW5pdi1ldnJ5LmZyghppbnRlcm5hdGlvbmFsLnVuaXYtZXZyeS5mcoIpd3d3Lm1hc3Rlci1jb250cm9sZS1waWxvdGFnZS51bml2LWV2cnkuZnKCGWxwcGF0cmltb2luZS51bml2LWV2cnkuZnKCIHNlcnZpY2VzLW51bWVyaXF1ZXMudW5pdi1ldnJ5LmZyghV3d3cubG1lZS51bml2LWV2cnkuZnKCHmRlcHQtaW5mb3JtYXRpcXVlLnVuaXYtZXZyeS5mcoIeY2VudHJlLWlubm92YXRpb24udW5pdi1ldnJ5LmZyghFzbGFtLnVuaXYtZXZyeS5mcoIWZXR1ZGlhbnRzLnVuaXYtZXZyeS5mcoIdd3d3LmVjb3V0ZWVuamV1eC51bml2LWV2cnkuZnKCH3d3dy5zY2llbmNlb3V2ZXJ0ZS51bml2LWV2cnkuZnKCFXd3dy5zYXQxLnVuaXYtZXZyeS5mcoIWZXZyeWNvbG9yLnVuaXYtZXZyeS5mcoIWZm9uZGF0aW9uLnVuaXYtZXZyeS5mcoIWd3d3LmxhbWJlLnVuaXYtZXZyeS5mcjAtBgNVHSAEJjAkMAgGBmeBDAECAjAIBgYEAI96AQcwDgYMKwYBBAGBzxEBAQECMB0GA1UdJQQWMBQGCCsGAQUFBwMCBggrBgEFBQcDATA9BgNVHR8ENjA0MDKgMKAuhixodHRwOi8vY3JsLmhhcmljYS5nci9IQVJJQ0EtR0VBTlQtVExTLUUxLmNybDAdBgNVHQ4EFgQUUs1NSFqHchFO0znxXmW8cSNMQT0wDgYDVR0PAQH/BAQDAgeAMIIBfwYKKwYBBAHWeQIEAgSCAW8EggFrAWkAdwBgTJqven93XwHUBvySDciZ6wscffjJUhv6+hd3O5eLyQAAAZuYUiAnAAAEAwBIMEYCIQDxN/qHTMvZoDb6uHSAHjcR/L3dohqYbAZLNBRqexfT4AIhAJBxAmto+LzDlAwVuooa7jg0sPwd7+I1H+k4bnUD0K09AHYA1tWNqdAXU/NqSqDHV0kCr+vH3CzTjNn3ZMgMiRkenwIAAAGbmFIgJwAABAMARzBFAiEAkjM7ZRerDQ782mWNAZY5GlENL85YWkO+gzZYDWz1LlgCIGtfHJbAKAxlytk/1ccFpEh74spEjhSYz27YM0dgNgIuAHYARMK9DOkUDmSlyUoBkwpaobs1lw4A7hEWiWgqHETXtWYAAAGbmFIf7wAABAMARzBFAiAL6DHSkZ4gTL2LPLQvv+AZsSRxb46qDWAkbrA9pn7CJAIhAKTxNNvrXwvKuzVg//hiJlTFVuZ3GBOdOehoaE3dhldoMAoGCCqGSM49BAMDA2gAMGUCMQCg683YjYcOTyi0g1itE9Qq1ucW4/psJ7XH2Yf8BjhPb/cpe8Y5Qq2S0tJz7xDtLbMCMBUDiYlpwnHa//sJyMOAcnVgDqI8fwkHnGKKX9o8yjSONTgOSNI+wMht6fr0yURV2w==\n-----END CERTIFICATE-----","",""
"cert_commonName","www.univ-evry.fr/194.199.84.39","443","OK","www.univ-evry.fr","",""
"cert_commonName_wo_SNI","www.univ-evry.fr/194.199.84.39","443","INFO","infra-typo3-12","",""
"cert_subjectAltName","www.univ-evry.fr/194.199.84.39","443","INFO","www.univ-evry.fr www.ufr-shs.univ-evry.fr cmqas.univ-evry.fr numerique.univ-evry.fr tempete1930.univ-evry.fr www.sat4.univ-evry.fr musique.univ-evry.fr biologie.univ-evry.fr intranet.univ-evry.fr campus-market.univ-evry.fr wwww.sat7.univ-evry.fr lea.univ-evry.fr scienceouverte.univ-evry.fr tepp2020.univ-evry.fr www.genhotel.univ-evry.fr rasm.univ-evry.fr www.sat3.univ-evry.fr www.ectu.univ-evry.fr www.litem.univ-evry.fr international.univ-evry.fr www.master-controle-pilotage.univ-evry.fr lppatrimoine.univ-evry.fr services-numeriques.univ-evry.fr www.lmee.univ-evry.fr dept-informatique.univ-evry.fr centre-innovation.univ-evry.fr slam.univ-evry.fr etudiants.univ-evry.fr www.ecouteenjeux.univ-evry.fr www.scienceouverte.univ-evry.fr www.sat1.univ-evry.fr evrycolor.univ-evry.fr fondation.univ-evry.fr www.lambe.univ-evry.fr","",""
"cert_trust","www.univ-evry.fr/194.199.84.39","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust","www.univ-evry.fr/194.199.84.39","443","OK","passed.","",""
"cert_certificatePolicies_EV","www.univ-evry.fr/194.199.84.39","443","INFO","no","",""
"cert_expirationStatus","www.univ-evry.fr/194.199.84.39","443","OK","326 >= 60 days","",""
"cert_notBefore","www.univ-evry.fr/194.199.84.39","443","INFO","2026-01-07 11:47","",""
"cert_notAfter","www.univ-evry.fr/194.199.84.39","443","OK","2027-01-07 11:47","",""
"cert_extlifeSpan","www.univ-evry.fr/194.199.84.39","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","www.univ-evry.fr/194.199.84.39","443","INFO","not present","",""
"cert_crlDistributionPoints","www.univ-evry.fr/194.199.84.39","443","INFO","http://crl.harica.gr/HARICA-GEANT-TLS-E1.crl","",""
"cert_ocspURL","www.univ-evry.fr/194.199.84.39","443","INFO","http://ocsp-tls.harica.gr","",""
"OCSP_stapling","www.univ-evry.fr/194.199.84.39","443","LOW","not offered","",""
"cert_mustStapleExtension","www.univ-evry.fr/194.199.84.39","443","INFO","--","",""
"DNS_CAArecord","www.univ-evry.fr/194.199.84.39","443","OK","issue=harica.gr, issue=letsencrypt.org, issuewild=harica.gr, issuewild=letsencrypt.org","",""
"certificate_transparency","www.univ-evry.fr/194.199.84.39","443","OK","yes (certificate extension)","",""
"certs_countServer","www.univ-evry.fr/194.199.84.39","443","INFO","3","",""
"certs_list_ordering_problem","www.univ-evry.fr/194.199.84.39","443","INFO","no","",""
"cert_caIssuers","www.univ-evry.fr/194.199.84.39","443","INFO","GEANT TLS ECC 1 (Hellenic Academic and Research Institutions CA from GR)","",""
"intermediate_cert <#1>","www.univ-evry.fr/194.199.84.39","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDNzCCArygAwIBAgIQQv3c4SYWB+Gl5pNaQAFh3TAKBggqhkjOPQQDAzBsMQswCQYDVQQGEwJHUjE3MDUGA1UECgwuSGVsbGVuaWMgQWNhZGVtaWMgYW5kIFJlc2VhcmNoIEluc3RpdHV0aW9ucyBDQTEkMCIGA1UEAwwbSEFSSUNBIFRMUyBFQ0MgUm9vdCBDQSAyMDIxMB4XDTI1MDEwMzExMTQyMVoXDTM5MTIzMTExMTQyMFowYDELMAkGA1UEBhMCR1IxNzA1BgNVBAoMLkhlbGxlbmljIEFjYWRlbWljIGFuZCBSZXNlYXJjaCBJbnN0aXR1dGlvbnMgQ0ExGDAWBgNVBAMMD0dFQU5UIFRMUyBFQ0MgMTB2MBAGByqGSM49AgEGBSuBBAAiA2IABANPWLwh0Za2UqtbLV7/qNRm78zsttgSuvhn73bUGtxETsVOEZeMUfMjgHw8EwrsSJI9oj0CgZQFFSEY1NJfcxA/NJiOYJUKPsFbpOrYdr0q4g+aBZsXWeh7bMCzx24g/aOCAS0wggEpMBIGA1UdEwEB/wQIMAYBAf8CAQAwHwYDVR0jBBgwFoAUyRtTgRL+BNUW0aq8mm+3oJUZbsowTQYIKwYBBQUHAQEEQTA/MD0GCCsGAQUFBzAChjFodHRwOi8vY3J0LmhhcmljYS5nci9IQVJJQ0EtVExTLVJvb3QtMjAyMS1FQ0MuY2VyMBEGA1UdIAQKMAgwBgYEVR0gADAdBgNVHSUEFjAUBggrBgEFBQcDAgYIKwYBBQUHAwEwQgYDVR0fBDswOTA3oDWgM4YxaHR0cDovL2NybC5oYXJpY2EuZ3IvSEFSSUNBLVRMUy1Sb290LTIwMjEtRUNDLmNybDAdBgNVHQ4EFgQU6ZkGjRcfq/uWGlrIW15dXuzanI8wDgYDVR0PAQH/BAQDAgGGMAoGCCqGSM49BAMDA2kAMGYCMQD2M1caaY2OwmthgmANUQg3LBLI0/2LiCdxa2zNq0G59wVzbjEk0cR/px52OegIwRACMQCk+iTmBlR6Xfv6igiiaFiPYfN2HfbcYLWbot5DZ2H1b4JVJV+Vrga7uu50SDG9hf4=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","www.univ-evry.fr/194.199.84.39","443","INFO","6CDF0BA1711E856D228BA00CA04C5C1C3D79944C037B713B155A4EE4B47EC53C","",""
"intermediate_cert_notBefore <#1>","www.univ-evry.fr/194.199.84.39","443","INFO","2025-01-03 11:14","",""
"intermediate_cert_notAfter <#1>","www.univ-evry.fr/194.199.84.39","443","OK","2039-12-31 11:14","",""
"intermediate_cert_expiration <#1>","www.univ-evry.fr/194.199.84.39","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","www.univ-evry.fr/194.199.84.39","443","INFO","GEANT TLS ECC 1 <-- HARICA TLS ECC Root CA 2021","",""
"intermediate_cert <#2>","www.univ-evry.fr/194.199.84.39","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDezCCAwGgAwIBAgIQcWAnyIV6c1Qt71FsHC7rDzAKBggqhkjOPQQDAzCBqjELMAkGA1UEBhMCR1IxDzANBgNVBAcTBkF0aGVuczFEMEIGA1UEChM7SGVsbGVuaWMgQWNhZGVtaWMgYW5kIFJlc2VhcmNoIEluc3RpdHV0aW9ucyBDZXJ0LiBBdXRob3JpdHkxRDBCBgNVBAMTO0hlbGxlbmljIEFjYWRlbWljIGFuZCBSZXNlYXJjaCBJbnN0aXR1dGlvbnMgRUNDIFJvb3RDQSAyMDE1MB4XDTIxMDkwMjA3NDQzN1oXDTI5MDgzMTA3NDQzNlowbDELMAkGA1UEBhMCR1IxNzA1BgNVBAoMLkhlbGxlbmljIEFjYWRlbWljIGFuZCBSZXNlYXJjaCBJbnN0aXR1dGlvbnMgQ0ExJDAiBgNVBAMMG0hBUklDQSBUTFMgRUNDIFJvb3QgQ0EgMjAyMTB2MBAGByqGSM49AgEGBSuBBAAiA2IABDgI/rGgltJ6rK9JOtDA4MM7KKrxcm1lAEeIhPyaJmuqS7psBAqIXhfyVYf8MLA04jRYVxqEU+kw2anylnTDUR9YSTHMmE5gEYd103KUkE+bECUqqHgtvpBBWJAVcqeht6OCAScwggEjMA8GA1UdEwEB/wQFMAMBAf8wHwYDVR0jBBgwFoAUtCILgpkkAQ6cu+QO/b/7lyCTmSowTwYIKwYBBQUHAQEEQzBBMD8GCCsGAQUFBzAChjNodHRwOi8vcmVwby5oYXJpY2EuZ3IvY2VydHMvSGFyaWNhRUNDUm9vdENBMjAxNS5jcnQwEQYDVR0gBAowCDAGBgRVHSAAMB0GA1UdJQQWMBQGCCsGAQUFBwMCBggrBgEFBQcDATA9BgNVHR8ENjA0MDKgMKAuhixodHRwOi8vY3JsLmhhcmljYS5nci9IYXJpY2FFQ0NSb290Q0EyMDE1LmNybDAdBgNVHQ4EFgQUyRtTgRL+BNUW0aq8mm+3oJUZbsowDgYDVR0PAQH/BAQDAgGGMAoGCCqGSM49BAMDA2gAMGUCMQCPc45gQV6pCkMR4px3k+YnF0MoDpXQ0+0lWz7fnplqgHn+qHmoKrE5Y/bcWucG6QQCMB/DIYjUTGAl5j07G7ZIuK3Qehx68VPXTwvJ9tLbh9A9SkiBmJGpiHL7Rzfxa5CptQ==\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","www.univ-evry.fr/194.199.84.39","443","INFO","50E27F90EB6AF495B0E6EEB655CC89444C27D3C95B6823FA02ABDC95F1636AE1","",""
"intermediate_cert_notBefore <#2>","www.univ-evry.fr/194.199.84.39","443","INFO","2021-09-02 07:44","",""
"intermediate_cert_notAfter <#2>","www.univ-evry.fr/194.199.84.39","443","OK","2029-08-31 07:44","",""
"intermediate_cert_expiration <#2>","www.univ-evry.fr/194.199.84.39","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","www.univ-evry.fr/194.199.84.39","443","INFO","HARICA TLS ECC Root CA 2021 <-- Hellenic Academic and Research Institutions ECC RootCA 2015","",""
"intermediate_cert_badOCSP","www.univ-evry.fr/194.199.84.39","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","www.univ-evry.fr/194.199.84.39","443","INFO","307 Temporary Redirect ('/')","",""
"HTTP_clock_skew","www.univ-evry.fr/194.199.84.39","443","INFO","0 seconds from localtime","",""
"HTTP_headerTime","www.univ-evry.fr/194.199.84.39","443","INFO","1771120306","",""
"HSTS","www.univ-evry.fr/194.199.84.39","443","LOW","not offered","",""
"HPKP","www.univ-evry.fr/194.199.84.39","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","www.univ-evry.fr/194.199.84.39","443","INFO","Apache","",""
"banner_application","www.univ-evry.fr/194.199.84.39","443","INFO","No application banner found","",""
"cookie_count","www.univ-evry.fr/194.199.84.39","443","INFO","0 at '/' (maybe missed the application)","",""
"X-Content-Type-Options","www.univ-evry.fr/194.199.84.39","443","OK","nosniff","",""
"X-UA-Compatible","www.univ-evry.fr/194.199.84.39","443","INFO","IE=edge","",""
"Cache-Control","www.univ-evry.fr/194.199.84.39","443","INFO","max-age=0","",""
"banner_reverseproxy","www.univ-evry.fr/194.199.84.39","443","INFO","--","","CWE-200"
"heartbleed","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.univ-evry.fr/194.199.84.39","443","OK","supported","","CWE-310"
"secure_client_renego","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable, no gzip/deflate/compress/br HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.univ-evry.fr/194.199.84.39","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","www.univ-evry.fr/194.199.84.39","443","INFO","no RSA certificate, can't be used with SSLv2 elsewhere","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.univ-evry.fr/194.199.84.39","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2013-0169","CWE-310"
"winshock","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","www.univ-evry.fr/194.199.84.39","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_70","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_X","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_11_12","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_13_14","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_15","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_101_win10","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chromium_137_win11","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_100_win10","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_137_win11","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-ie_8_win7","www.univ-evry.fr/194.199.84.39","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_win81","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_winphone81","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_win10","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-edge_133_win11_23h2","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_184_ios_184","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_154_osx_1231","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_184_osx_154","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_7u25","www.univ-evry.fr/194.199.84.39","443","INFO","No connection","",""
"clientsimulation-java_80442","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_1102","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_1703","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_2106","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-go_1178","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-libressl_336","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_102e","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_315","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_350","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_mail_16_0","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","www.univ-evry.fr/194.199.84.39","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"rating_spec","www.univ-evry.fr/194.199.84.39","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009r from 2025-05-16)","",""
